ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
205408_at,9.62E-02,3.59E-02,3.414577,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
218073_s_at,9.63E-02,3.60E-02,3.414061,NDC1,NDC1 transmembrane nucleoporin
206375_s_at,9.64E-02,3.60E-02,3.412676,HSPB3,heat shock protein family B (small) member 3
201535_at,9.66E-02,3.61E-02,3.410422,UBL3,ubiquitin like 3
222121_at,9.66E-02,3.61E-02,3.410365,ARHGEF26,Rho guanine nucleotide exchange factor 26
215928_at,9.66E-02,3.61E-02,3.410343,,
205386_s_at,9.66E-02,3.61E-02,3.409585,MDM2,MDM2 proto-oncogene
220188_at,9.66E-02,3.61E-02,3.409513,JPH3,junctophilin 3
206831_s_at,9.66E-02,3.61E-02,3.409499,ARSD,arylsulfatase D
217476_at,9.66E-02,3.61E-02,3.409103,NR1D1///THRA,"nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha"
222048_at,9.67E-02,3.61E-02,3.408348,CRYBB2P1,crystallin beta B2 pseudogene 1
207831_x_at,9.67E-02,3.62E-02,3.408185,DHPS,deoxyhypusine synthase
212108_at,9.67E-02,3.62E-02,3.408079,FAF2,Fas associated factor family member 2
205137_x_at,9.68E-02,3.62E-02,3.406901,USH1C,USH1 protein network component harmonin
201957_at,9.68E-02,3.62E-02,3.406697,PPP1R12B,protein phosphatase 1 regulatory subunit 12B
205187_at,9.68E-02,3.62E-02,3.406409,SMAD5,SMAD family member 5
204315_s_at,9.68E-02,3.62E-02,3.406395,GTSE1,G2 and S-phase expressed 1
217758_s_at,9.68E-02,3.62E-02,3.406339,TM9SF3,transmembrane 9 superfamily member 3
216326_s_at,9.69E-02,3.62E-02,3.405418,HDAC3,histone deacetylase 3
217905_at,9.69E-02,3.63E-02,3.40429,MCMBP,minichromosome maintenance complex binding protein
215025_at,9.70E-02,3.63E-02,3.403447,NTRK3,neurotrophic receptor tyrosine kinase 3
219143_s_at,9.70E-02,3.63E-02,3.402951,RPP25,ribonuclease P/MRP subunit p25
202475_at,9.71E-02,3.63E-02,3.402631,TMEM147,transmembrane protein 147
204997_at,9.71E-02,3.63E-02,3.402541,GPD1,glycerol-3-phosphate dehydrogenase 1
211051_s_at,9.71E-02,3.64E-02,3.402245,EXTL3,exostosin like glycosyltransferase 3
215944_at,9.72E-02,3.64E-02,3.400725,LINC01361,long intergenic non-protein coding RNA 1361
200880_at,9.73E-02,3.64E-02,3.400095,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1
208277_at,9.73E-02,3.64E-02,3.399972,PITX3,paired like homeodomain 3
208376_at,9.73E-02,3.64E-02,3.399803,CCR4,C-C motif chemokine receptor 4
215770_at,9.73E-02,3.64E-02,3.399648,OR7E2P,olfactory receptor family 7 subfamily E member 2 pseudogene
219058_x_at,9.73E-02,3.65E-02,3.399396,TINAGL1,tubulointerstitial nephritis antigen like 1
205934_at,9.73E-02,3.65E-02,3.398696,PLCL1,phospholipase C like 1
216542_x_at,9.73E-02,3.65E-02,3.398503,IGHM///IGHG1///IGHA1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
220190_s_at,9.74E-02,3.65E-02,3.397442,STON1-GTF2A1L///GTF2A1L,STON1-GTF2A1L readthrough///general transcription factor IIA subunit 1 like
205966_at,9.74E-02,3.65E-02,3.397397,TAF13,TATA-box binding protein associated factor 13
219237_s_at,9.74E-02,3.65E-02,3.397172,DNAJB14,DnaJ heat shock protein family (Hsp40) member B14
218843_at,9.74E-02,3.65E-02,3.396857,FNDC4,fibronectin type III domain containing 4
212536_at,9.74E-02,3.65E-02,3.39685,ATP11B,ATPase phospholipid transporting 11B (putative)
201719_s_at,9.74E-02,3.66E-02,3.396586,EPB41L2,erythrocyte membrane protein band 4.1 like 2
211759_x_at,9.75E-02,3.66E-02,3.396122,TBCB,tubulin folding cofactor B
213112_s_at,9.75E-02,3.66E-02,3.395241,SQSTM1,sequestosome 1
219243_at,9.76E-02,3.66E-02,3.394768,GIMAP4,"GTPase, IMAP family member 4"
217055_x_at,9.76E-02,3.66E-02,3.394564,SLC1A2,solute carrier family 1 member 2
215605_at,9.77E-02,3.67E-02,3.393582,NCOA2,nuclear receptor coactivator 2
208836_at,9.77E-02,3.67E-02,3.393034,ATP1B3,ATPase Na+/K+ transporting subunit beta 3
206628_at,9.77E-02,3.67E-02,3.392935,SLC5A1,solute carrier family 5 member 1
216262_s_at,9.79E-02,3.67E-02,3.391105,TGIF2,TGFB induced factor homeobox 2
216333_x_at,9.79E-02,3.68E-02,3.39083,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene)
211185_s_at,9.79E-02,3.68E-02,3.39065,SF3B1,splicing factor 3b subunit 1
219821_s_at,9.79E-02,3.68E-02,3.39036,GFOD1,glucose-fructose oxidoreductase domain containing 1
214736_s_at,9.79E-02,3.68E-02,3.390129,ADD1,adducin 1
213232_at,9.80E-02,3.68E-02,3.389109,FAM234B,family with sequence similarity 234 member B
220611_at,9.81E-02,3.69E-02,3.387583,DAB1,"DAB1, reelin adaptor protein"
202293_at,9.81E-02,3.69E-02,3.387283,STAG1,stromal antigen 1
202306_at,9.82E-02,3.69E-02,3.386666,POLR2G,RNA polymerase II subunit G
205473_at,9.82E-02,3.69E-02,3.385933,ATP6V1B1,ATPase H+ transporting V1 subunit B1
220707_s_at,9.83E-02,3.70E-02,3.385083,FOXRED2,FAD dependent oxidoreductase domain containing 2
204660_at,9.83E-02,3.70E-02,3.38496,GFER,"growth factor, augmenter of liver regeneration"
218842_at,9.84E-02,3.70E-02,3.384181,RPAP3,RNA polymerase II associated protein 3
211974_x_at,9.84E-02,3.70E-02,3.384041,RBPJ,recombination signal binding protein for immunoglobulin kappa J region
216747_at,9.84E-02,3.70E-02,3.383653,APBB2,amyloid beta precursor protein binding family B member 2
204813_at,9.84E-02,3.70E-02,3.383636,MAPK10,mitogen-activated protein kinase 10
212846_at,9.84E-02,3.70E-02,3.383559,RRP1B,ribosomal RNA processing 1B
208584_at,9.84E-02,3.70E-02,3.383538,SNCG,synuclein gamma
201094_at,9.84E-02,3.70E-02,3.383177,RPS29,ribosomal protein S29
218175_at,9.84E-02,3.70E-02,3.382484,CCDC92,coiled-coil domain containing 92
210483_at,9.84E-02,3.71E-02,3.382178,LOC254896///TNFRSF10C,uncharacterized LOC254896///TNF receptor superfamily member 10c
208545_x_at,9.84E-02,3.71E-02,3.382128,TAF4,TATA-box binding protein associated factor 4
214070_s_at,9.85E-02,3.71E-02,3.381836,ATP10B,ATPase phospholipid transporting 10B (putative)
202441_at,9.85E-02,3.71E-02,3.381459,ERLIN1,ER lipid raft associated 1
208305_at,9.85E-02,3.71E-02,3.381023,PGR,progesterone receptor
201014_s_at,9.85E-02,3.71E-02,3.380983,PAICS,phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase
221758_at,9.85E-02,3.71E-02,3.380804,ARMC6,armadillo repeat containing 6
215189_at,9.85E-02,3.71E-02,3.380745,LOC100509764///KRT86,uncharacterized LOC100509764///keratin 86
214951_at,9.85E-02,3.71E-02,3.380472,SLC26A10,solute carrier family 26 member 10
208422_at,9.85E-02,3.71E-02,3.380432,MSR1,macrophage scavenger receptor 1
220605_s_at,9.86E-02,3.71E-02,3.379763,SIRT2,sirtuin 2
213777_s_at,9.86E-02,3.71E-02,3.379582,,
219104_at,9.87E-02,3.72E-02,3.378207,RNF141,ring finger protein 141
210153_s_at,9.87E-02,3.72E-02,3.377469,ME2,malic enzyme 2
219541_at,9.87E-02,3.72E-02,3.37746,LIME1,Lck interacting transmembrane adaptor 1
209948_at,9.88E-02,3.72E-02,3.376679,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1
208940_at,9.88E-02,3.73E-02,3.376231,SEPHS1,selenophosphate synthetase 1
203963_at,9.88E-02,3.73E-02,3.376204,CA12,carbonic anhydrase 12
201828_x_at,9.89E-02,3.73E-02,3.375295,FAM127A,family with sequence similarity 127 member A
216279_at,9.90E-02,3.73E-02,3.374248,ZNF460,zinc finger protein 460
211412_at,9.90E-02,3.74E-02,3.373806,PADI4,peptidyl arginine deiminase 4
217203_at,9.91E-02,3.74E-02,3.372407,,
211256_x_at,9.91E-02,3.74E-02,3.372264,BTN2A1,butyrophilin subfamily 2 member A1
210959_s_at,9.92E-02,3.75E-02,3.370931,SRD5A1,steroid 5 alpha-reductase 1
203716_s_at,9.93E-02,3.75E-02,3.370477,DPP4,dipeptidyl peptidase 4
220033_at,9.93E-02,3.75E-02,3.370063,,
208137_x_at,9.93E-02,3.75E-02,3.369469,ZNF611,zinc finger protein 611
214531_s_at,9.94E-02,3.75E-02,3.368804,SNX1,sorting nexin 1
212280_x_at,9.94E-02,3.75E-02,3.36824,ATG4B,autophagy related 4B cysteine peptidase
209064_x_at,9.95E-02,3.76E-02,3.36767,PAIP1,poly(A) binding protein interacting protein 1
220436_at,9.96E-02,3.76E-02,3.366377,CNTNAP3P2,contactin associated protein-like 3 pseudogene 2
212938_at,9.96E-02,3.76E-02,3.366346,COL6A1,collagen type VI alpha 1 chain
214319_at,9.96E-02,3.76E-02,3.366313,FRY,FRY microtubule binding protein
216741_at,9.96E-02,3.76E-02,3.366237,,
221853_s_at,9.96E-02,3.76E-02,3.365671,LOC101060373///NOMO3///NOMO2///NOMO1,uncharacterized LOC101060373///NODAL modulator 3///NODAL modulator 2///NODAL modulator 1
220631_at,9.96E-02,3.76E-02,3.365463,OSGEPL1,O-sialoglycoprotein endopeptidase-like 1
215096_s_at,9.98E-02,3.77E-02,3.36347,ESD,esterase D
218083_at,9.98E-02,3.77E-02,3.363115,PTGES2,prostaglandin E synthase 2
205342_s_at,9.98E-02,3.77E-02,3.362901,SULT1C2,sulfotransferase family 1C member 2
210527_x_at,9.98E-02,3.78E-02,3.362435,TUBA3D///TUBA3C,tubulin alpha 3d///tubulin alpha 3c
204816_s_at,9.98E-02,3.78E-02,3.362434,DHX34,DEAH-box helicase 34
218232_at,9.99E-02,3.78E-02,3.362149,C1QA,complement C1q A chain
214171_s_at,9.99E-02,3.78E-02,3.361563,U2AF2,U2 small nuclear RNA auxiliary factor 2
202022_at,1.00E-01,3.78E-02,3.360422,ALDOC,"aldolase, fructose-bisphosphate C"
207379_at,1.00E-01,3.78E-02,3.360178,EDIL3,EGF like repeats and discoidin domains 3
216144_at,1.00E-01,3.79E-02,3.359537,,
206859_s_at,1.00E-01,3.79E-02,3.358795,PAEP,progestagen associated endometrial protein
207810_at,1.00E-01,3.79E-02,3.357277,F13B,coagulation factor XIII B chain
217260_x_at,1.00E-01,3.80E-02,3.356159,LOC102723479,uncharacterized LOC102723479
62987_r_at,1.00E-01,3.80E-02,3.356118,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4
206287_s_at,1.00E-01,3.80E-02,3.355539,ITIH4,inter-alpha-trypsin inhibitor heavy chain family member 4
203095_at,1.00E-01,3.80E-02,3.355505,MTIF2,mitochondrial translational initiation factor 2
211094_s_at,1.00E-01,3.80E-02,3.354392,NF1P9///NF1,neurofibromin 1 pseudogene 9///neurofibromin 1
213853_at,1.01E-01,3.81E-02,3.353638,DNAJC24,DnaJ heat shock protein family (Hsp40) member C24
221176_x_at,1.01E-01,3.81E-02,3.353562,,
203755_at,1.01E-01,3.81E-02,3.353437,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B
202044_at,1.01E-01,3.81E-02,3.35287,ARHGAP35,Rho GTPase activating protein 35
216878_x_at,1.01E-01,3.81E-02,3.352173,HAB1,B1 for mucin
207367_at,1.01E-01,3.81E-02,3.351828,ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit
204331_s_at,1.01E-01,3.82E-02,3.350909,MRPS12,mitochondrial ribosomal protein S12
221502_at,1.01E-01,3.82E-02,3.350781,KPNA3,karyopherin subunit alpha 3
204999_s_at,1.01E-01,3.82E-02,3.349759,ATF5,activating transcription factor 5
209778_at,1.01E-01,3.82E-02,3.349303,TRIP11,thyroid hormone receptor interactor 11
221153_s_at,1.01E-01,3.82E-02,3.349292,,
221581_s_at,1.01E-01,3.82E-02,3.348984,LAT2,linker for activation of T-cells family member 2
201618_x_at,1.01E-01,3.83E-02,3.348433,GPAA1,glycosylphosphatidylinositol anchor attachment 1
206192_at,1.01E-01,3.83E-02,3.347841,CDSN,corneodesmosin
207937_x_at,1.01E-01,3.83E-02,3.347722,FGFR1,fibroblast growth factor receptor 1
33579_i_at,1.01E-01,3.84E-02,3.345597,GALR3,galanin receptor 3
206888_s_at,1.01E-01,3.84E-02,3.345551,ARHGDIG,Rho GDP dissociation inhibitor gamma
205459_s_at,1.01E-01,3.84E-02,3.345453,NPAS2,neuronal PAS domain protein 2
210673_x_at,1.01E-01,3.84E-02,3.344354,NKX2-1,NK2 homeobox 1
210628_x_at,1.01E-01,3.84E-02,3.344244,LTBP4,latent transforming growth factor beta binding protein 4
217086_at,1.01E-01,3.85E-02,3.343082,CHRNB3,cholinergic receptor nicotinic beta 3 subunit
219819_s_at,1.01E-01,3.85E-02,3.342694,MRPS28,mitochondrial ribosomal protein S28
210287_s_at,1.01E-01,3.85E-02,3.342248,FLT1,fms related tyrosine kinase 1
218063_s_at,1.01E-01,3.85E-02,3.340606,CDC42EP4,CDC42 effector protein 4
206751_s_at,1.02E-01,3.86E-02,3.339558,PCYT1B,"phosphate cytidylyltransferase 1, choline, beta"
215448_at,1.02E-01,3.86E-02,3.339536,,
222342_at,1.02E-01,3.86E-02,3.338114,,
202558_s_at,1.02E-01,3.86E-02,3.337926,HSPA13,heat shock protein family A (Hsp70) member 13
217604_at,1.02E-01,3.87E-02,3.337473,,
209221_s_at,1.02E-01,3.87E-02,3.337208,OSBPL2,oxysterol binding protein like 2
205546_s_at,1.02E-01,3.87E-02,3.336953,TYK2,tyrosine kinase 2
202052_s_at,1.02E-01,3.87E-02,3.336892,RAI14,retinoic acid induced 14
211025_x_at,1.02E-01,3.87E-02,3.336793,COX5B,cytochrome c oxidase subunit 5B
214342_at,1.02E-01,3.87E-02,3.336358,ATXN7L1,ataxin 7 like 1
222227_at,1.02E-01,3.87E-02,3.335576,,
207925_at,1.02E-01,3.88E-02,3.334335,CST5,cystatin D
204946_s_at,1.02E-01,3.88E-02,3.334258,TOP3A,topoisomerase (DNA) III alpha
215986_at,1.02E-01,3.88E-02,3.333019,,
217320_at,1.02E-01,3.88E-02,3.332747,LOC100293211,uncharacterized LOC100293211
220365_at,1.02E-01,3.88E-02,3.332622,ALLC,allantoicase
213076_at,1.02E-01,3.89E-02,3.331439,ITPKC,inositol-trisphosphate 3-kinase C
221729_at,1.02E-01,3.89E-02,3.331136,COL5A2,collagen type V alpha 2 chain
213513_x_at,1.02E-01,3.89E-02,3.330868,ARPC2,actin related protein 2/3 complex subunit 2
214844_s_at,1.02E-01,3.90E-02,3.329443,DOK5,docking protein 5
216825_s_at,1.02E-01,3.90E-02,3.32944,MPL,"MPL proto-oncogene, thrombopoietin receptor"
209311_at,1.02E-01,3.90E-02,3.329332,BCL2L2,BCL2 like 2
217205_at,1.02E-01,3.90E-02,3.328745,LOC100420758,poly(A) binding protein nuclear 1 pseudogene
207718_x_at,1.02E-01,3.90E-02,3.328641,CYP2A7,cytochrome P450 family 2 subfamily A member 7
204566_at,1.02E-01,3.90E-02,3.328601,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D"
41037_at,1.02E-01,3.90E-02,3.3286,TEAD4,TEA domain transcription factor 4
201141_at,1.02E-01,3.90E-02,3.328566,GPNMB,glycoprotein nmb
200849_s_at,1.02E-01,3.91E-02,3.326862,AHCYL1,adenosylhomocysteinase like 1
210881_s_at,1.03E-01,3.91E-02,3.326273,INS-IGF2///IGF2,INS-IGF2 readthrough///insulin like growth factor 2
205693_at,1.03E-01,3.91E-02,3.32591,TNNT3,"troponin T3, fast skeletal type"
208948_s_at,1.03E-01,3.91E-02,3.325545,STAU1,staufen double-stranded RNA binding protein 1
204427_s_at,1.03E-01,3.91E-02,3.325455,TMED2,transmembrane p24 trafficking protein 2
211653_x_at,1.03E-01,3.91E-02,3.325116,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2"
201656_at,1.03E-01,3.91E-02,3.32461,ITGA6,integrin subunit alpha 6
204418_x_at,1.03E-01,3.91E-02,3.324335,GSTM2,glutathione S-transferase mu 2 (muscle)
44790_s_at,1.03E-01,3.92E-02,3.323628,KIAA0226L,KIAA0226 like
215876_at,1.03E-01,3.92E-02,3.323414,,
205764_at,1.03E-01,3.92E-02,3.322952,CSNK1A1,casein kinase 1 alpha 1
207135_at,1.03E-01,3.92E-02,3.322912,HTR2A,5-hydroxytryptamine receptor 2A
221026_s_at,1.03E-01,3.92E-02,3.322777,SCRT1,scratch family transcriptional repressor 1
218973_at,1.03E-01,3.92E-02,3.322737,EFL1,elongation factor like GTPase 1
205861_at,1.03E-01,3.92E-02,3.322105,SPIB,Spi-B transcription factor
215378_at,1.03E-01,3.92E-02,3.321755,,
219966_x_at,1.03E-01,3.92E-02,3.321731,BANP,BTG3 associated nuclear protein
214959_s_at,1.03E-01,3.93E-02,3.321432,API5,apoptosis inhibitor 5
216831_s_at,1.03E-01,3.93E-02,3.319813,RUNX1T1,RUNX1 translocation partner 1
220259_at,1.03E-01,3.94E-02,3.318648,PLEKHH3,"pleckstrin homology, MyTH4 and FERM domain containing H3"
200061_s_at,1.03E-01,3.94E-02,3.318498,RPS24,ribosomal protein S24
211227_s_at,1.03E-01,3.94E-02,3.318138,PCDH11Y///PCDH11X,protocadherin 11 Y-linked///protocadherin 11 X-linked
214729_at,1.03E-01,3.94E-02,3.317704,TWISTNB,TWIST neighbor
218834_s_at,1.03E-01,3.94E-02,3.317279,TMEM132A,transmembrane protein 132A
220803_at,1.03E-01,3.94E-02,3.316472,STAMBPL1,STAM binding protein like 1
217842_at,1.03E-01,3.95E-02,3.316096,C7orf55-LUC7L2///LUC7L2,"C7orf55-LUC7L2 readthrough///LUC7 like 2, pre-mRNA splicing factor"
37012_at,1.03E-01,3.95E-02,3.315388,CAPZB,capping actin protein of muscle Z-line beta subunit
207194_s_at,1.03E-01,3.95E-02,3.315193,ICAM4,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
204243_at,1.03E-01,3.95E-02,3.314557,RLF,rearranged L-myc fusion
216607_s_at,1.03E-01,3.95E-02,3.314494,LRRD1///CYP51A1,leucine rich repeats and death domain containing 1///cytochrome P450 family 51 subfamily A member 1
215366_at,1.03E-01,3.95E-02,3.314334,SNX13,sorting nexin 13
203297_s_at,1.04E-01,3.96E-02,3.312596,JARID2,jumonji and AT-rich interaction domain containing 2
202531_at,1.04E-01,3.96E-02,3.311569,IRF1,interferon regulatory factor 1
213062_at,1.04E-01,3.96E-02,3.311349,NTAN1,N-terminal asparagine amidase
201055_s_at,1.04E-01,3.97E-02,3.310656,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0
210418_s_at,1.04E-01,3.97E-02,3.309874,IDH3B,isocitrate dehydrogenase 3 (NAD(+)) beta
222204_s_at,1.04E-01,3.97E-02,3.309764,RRN3,"RRN3 homolog, RNA polymerase I transcription factor"
203339_at,1.04E-01,3.97E-02,3.309742,SLC25A12,solute carrier family 25 member 12
210117_at,1.04E-01,3.97E-02,3.309435,SPAG1,sperm associated antigen 1
202309_at,1.04E-01,3.97E-02,3.30881,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
214311_at,1.04E-01,3.97E-02,3.308515,ZFPL1,zinc finger protein like 1
212296_at,1.04E-01,3.97E-02,3.308344,PSMD14,"proteasome 26S subunit, non-ATPase 14"
216520_s_at,1.04E-01,3.98E-02,3.307914,LOC101928826///TPT1,"uncharacterized LOC101928826///tumor protein, translationally-controlled 1"
201819_at,1.04E-01,3.98E-02,3.307882,SCARB1,scavenger receptor class B member 1
57715_at,1.04E-01,3.98E-02,3.307839,CALHM2,calcium homeostasis modulator 2
212678_at,1.04E-01,3.98E-02,3.30709,NF1P9///NF1,neurofibromin 1 pseudogene 9///neurofibromin 1
217900_at,1.04E-01,3.98E-02,3.306884,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial"
215437_x_at,1.04E-01,3.98E-02,3.306251,BAZ2A,bromodomain adjacent to zinc finger domain 2A
204724_s_at,1.04E-01,3.98E-02,3.305679,COL9A3,collagen type IX alpha 3 chain
206703_at,1.04E-01,3.99E-02,3.305445,CHRNB1,cholinergic receptor nicotinic beta 1 subunit
221866_at,1.04E-01,3.99E-02,3.305402,TFEB,transcription factor EB
205281_s_at,1.04E-01,3.99E-02,3.304134,PIGA,phosphatidylinositol glycan anchor biosynthesis class A
222318_at,1.04E-01,3.99E-02,3.303566,ZNF324B,zinc finger protein 324B
210046_s_at,1.04E-01,3.99E-02,3.303457,IDH2,"isocitrate dehydrogenase (NADP(+)) 2, mitochondrial"
202544_at,1.04E-01,3.99E-02,3.303164,GMFB,glia maturation factor beta
209428_s_at,1.04E-01,3.99E-02,3.303128,ZFPL1,zinc finger protein like 1
215119_at,1.04E-01,4.00E-02,3.302,MYO16,myosin XVI
210625_s_at,1.04E-01,4.00E-02,3.301992,AKAP1,A-kinase anchoring protein 1
219424_at,1.04E-01,4.00E-02,3.301899,EBI3,Epstein-Barr virus induced 3
209509_s_at,1.04E-01,4.00E-02,3.301361,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
219271_at,1.04E-01,4.00E-02,3.300856,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14
218629_at,1.04E-01,4.00E-02,3.300539,SMO,"smoothened, frizzled class receptor"
200024_at,1.04E-01,4.01E-02,3.30025,RPS5,ribosomal protein S5
212374_at,1.04E-01,4.01E-02,3.299772,FEM1B,fem-1 homolog B
209070_s_at,1.04E-01,4.01E-02,3.298899,RGS5,regulator of G-protein signaling 5
206261_at,1.05E-01,4.01E-02,3.298129,ZNF239,zinc finger protein 239
212501_at,1.05E-01,4.01E-02,3.297823,CEBPB,CCAAT/enhancer binding protein beta
219645_at,1.05E-01,4.02E-02,3.297251,CASQ1,calsequestrin 1
216743_at,1.05E-01,4.02E-02,3.296225,,
216529_at,1.05E-01,4.02E-02,3.296039,,
204767_s_at,1.05E-01,4.02E-02,3.295471,FEN1,flap structure-specific endonuclease 1
213604_at,1.05E-01,4.02E-02,3.29547,TCEB3,transcription elongation factor B subunit 3
201826_s_at,1.05E-01,4.03E-02,3.294812,SCCPDH,saccharopine dehydrogenase (putative)
215560_x_at,1.05E-01,4.03E-02,3.294564,MTRF1L,mitochondrial translational release factor 1 like
203506_s_at,1.05E-01,4.03E-02,3.293992,MED12,mediator complex subunit 12
203598_s_at,1.05E-01,4.03E-02,3.293816,WBP4,WW domain binding protein 4
201831_s_at,1.05E-01,4.03E-02,3.293773,USO1,USO1 vesicle transport factor
209808_x_at,1.05E-01,4.03E-02,3.293124,ING1,inhibitor of growth family member 1
206451_at,1.05E-01,4.03E-02,3.29274,TBCCD1,TBCC domain containing 1
220618_s_at,1.05E-01,4.04E-02,3.292416,ZCWPW1,zinc finger CW-type and PWWP domain containing 1
201034_at,1.05E-01,4.04E-02,3.292068,ADD3,adducin 3
212631_at,1.05E-01,4.04E-02,3.291166,STX7,syntaxin 7
204940_at,1.05E-01,4.04E-02,3.291125,PLN,phospholamban
217800_s_at,1.05E-01,4.05E-02,3.289234,NDFIP1,Nedd4 family interacting protein 1
212277_at,1.05E-01,4.05E-02,3.289118,MTMR4,myotubularin related protein 4
215703_at,1.05E-01,4.05E-02,3.288484,CFTR,cystic fibrosis transmembrane conductance regulator
213950_s_at,1.05E-01,4.05E-02,3.288429,PPP3CC,protein phosphatase 3 catalytic subunit gamma
210565_at,1.05E-01,4.05E-02,3.287444,GCGR,glucagon receptor
201049_s_at,1.05E-01,4.06E-02,3.286971,RPS18,ribosomal protein S18
210339_s_at,1.05E-01,4.06E-02,3.286777,KLK2,kallikrein related peptidase 2
217097_s_at,1.05E-01,4.06E-02,3.286194,PHTF2,putative homeodomain transcription factor 2
219990_at,1.05E-01,4.06E-02,3.285916,E2F8,E2F transcription factor 8
203206_at,1.05E-01,4.06E-02,3.285176,FAM53B,family with sequence similarity 53 member B
205297_s_at,1.06E-01,4.07E-02,3.284337,CD79B,CD79b molecule
220284_at,1.06E-01,4.07E-02,3.284037,DKKL1,dickkopf like acrosomal protein 1
210634_at,1.06E-01,4.07E-02,3.283565,KLHL20,kelch like family member 20
214494_s_at,1.06E-01,4.07E-02,3.282999,LOC101930112///SPG7,"uncharacterized LOC101930112///SPG7, paraplegin matrix AAA peptidase subunit"
219945_at,1.06E-01,4.07E-02,3.282961,DDX25,DEAD-box helicase 25
205259_at,1.06E-01,4.07E-02,3.28273,NR3C2,nuclear receptor subfamily 3 group C member 2
205479_s_at,1.06E-01,4.07E-02,3.282652,PLAU,"plasminogen activator, urokinase"
219525_at,1.06E-01,4.07E-02,3.282572,SLC47A1,solute carrier family 47 member 1
